review_text,label
keren,Positif
sangat membantu yang sibuk kerja,Positif
aplikasi yang sangat mudah digunakan dan sangat bermanfaat,Positif
bikin apk bayar pajak bukannya mempermudah malah tambah menyusahkan banyak kendala,Netral
lebih mempermudah kita bisa menunggu tanpa mengantri karena diantar ke alamat,Netral
sudah coba bayar pajak lewat signal dari jumat malam sampai sabtu sore masih belum bisa bayar padahal sudah coba bayar lewat bni mobilet shoope mandiri masih enggak bisa tolong admin perbaikan solusinya,Negatif
perpanjang stnk jadi lebih mudah tanpa harus datang dan antri di samsat blangko pajak langsung di kirim kan alamat rumah dengan cepat,Positif
sangat membantu praktis,Positif
cepat tepat dan memudahkan customer yang tidak ada waktu,Positif
sangat membantu tapi pengiriman dari samsatnya cukup lama mohon kedepan pengiriman bisa disegerakan setelah pembayaran selesai,Positif
presisi sudah yang kesekian kali menggunakan aplikasi ini dan sangat membantu,Positif
mantap,Positif
ok,Netral
cukup membantu dalam membayar pajak tanpa perlu antri di samsat proses juga enggak ribet,Negatif
sangat membantu,Positif
stnk ditunggu ya pak terima kasih,Positif
bagus semua,Positif
mantap pelayanan super cepat bayar pajak tanpa harus antri cukup duduk manis dirumah hari beres diantar sampai rumah oleh kurir,Positif
tidak ribet tinggal tunggu telpon dari kurir top,Negatif
terima kasih sudah amanah buat kurirnya dan terima kasih juga buat aplikasi signalnya,Positif
aplikasi cukup baik dan instan untuk mempermudah urusan bayar pajak kendaraan bagi masyarakat yang taat pajak,Netral
simpel,Netral
sangat membantu dengan pelayanan online ini,Positif
oke rekomendasi mempermudah yang jarak jauh,Netral
pengriman paket cepat sampai,Positif
sudah sangat membantu untuk saya yang sedang bekerja diluar kota tetapi pajak harus diperpanjang tinggal dievaluasi untuk proses cetak dan pengiriman berkas melalui pos nya mungkin bisa dipercepat prosesnya terima kasih,Positif
mantap tidak perlu repot antri di samsat,Positif
sangat mempermudah melakukan pembayaran pajak tahunan bagi pemilik kendaraan yang punya waktu terbatas karena bisa dilakukan kapanpun dimanapun tanpa harus datang langsung ke loket samsat,Netral
akurat,Netral
aplikasi nya masih banyak perlu di perbaiki untuk pelayanan customer servis via email ok cepar tanggap karena kangsung memberikan jawaban tolong di perbaiki lagi karena sangat membantu terkhusus warga yang jauh dari kantor samsat,Positif
sangat bagus ada aplikasi ini sangat membantu,Positif
sangat membantu bagi para perantau,Positif
jadi lebih mudah untuk pembayaran pajak kendaraan dengan cara online setelah selesai penginputan data dan pembayaran tinggal tunggu dirumah dan hari kemudian sudah diantar sama abang kurir dari pos indonesia jadi tidak perlu antri lagi semoga sukses selalu untuk semuanya,Positif
terima kasih cepat tanggap dan tidak ribet,Negatif
,Netral
sudah seharusnya para pembayar pajak dipermudah dan di fasilitasi sebaik mungkin kedepan di tambah lagi fasilitas di app,Netral
stnk sudah diterima cepat dan aman dari calo apalagi kalo bisa sekalian ganti plat no nya jadi biar memudahkan masyarakat dari antri dan juga calo,Positif
aplikasi nya sangat membantu,Positif
akhirnya aplikasi nya bisa di pakai lagi walaupun tahun kemarin harus repot mengeluarkan biaya lebih karena harus titip orang byr pajak kalo pakai aplikasi kan enak enggak ribet lebih cepat byr pajak nya,Negatif
simple dan tidak mengantri,Netral
respons cepat dan mudah digunakan semoga kedepannya lebih bermanfaat kepada masyarakat,Positif
penyelesaian dokumen sangat lama memakan waktu sampai seminggu lebih dan informasi status pelacakan dokumen sangat tidak informatif,Netral
sangat membantu,Positif
top deh simple dan cepat,Positif
daftarnya susah gagal di verifikasi mulu,Negatif
aman terpercaya dan cepat,Positif
daftar nya enggak bisa susah kali foto wajah saja enggak bisa bisa aplikasi enggak guna,Negatif
aplikasi busuk mau cek status pembayaran saja enggak bisa terus,Negatif
sangat membantu luar biasa,Positif
pengiriman pkb terlalu lama sampai hari,Netral
mantap singkat cepat tepat memuaskan pelayanan dari samsat sampai pengiriman top pos indonesia,Positif
semua menjadi lebih mudah terima kasih,Positif
don,Netral
cukup mudah dan membantu buat yang merantau,Positif
aman dan amanah,Netral
alhamdulillah praktis dan efisien,Positif
terima kasih capat aman tanpa ribet,Negatif
ok,Netral
baru coba kali ini kalau moga enak lanjut tahun depan,Netral
sangat memudahkan enggak perlu antri dan datang langsung ke samsat,Netral
ok,Netral
ok,Netral
cukup membantu dan mempermudah dalam pembayaran pajak kenderaan,Positif
sangat bagus dan stnk sampai alamat,Positif
kurang,Netral
ongkirnya lain kali jangan terlalu gede lah,Netral
sangat membantu untuk orang yang sibuk kerja lebih mudah dan cepat,Positif
sangat membantu praktis kalau bisa yang pajak tahunan juga bisa online,Positif
paket lama baru dikirim admin di pengaduan tidak responsif setelah melakukan pengaduan lewat email baru ada tanggapan melakukan pembayaran pada tanggal agustus barang baru dikirim tanggal september,Netral
simpel cepat tidak ribet lanjut kan seperti ini,Negatif
masya allah apk yang sangat berguna banget sih buat bayar pajak tahunan enggak perlu jauh² ke samsat enggak banyak buang waktu sat set dikirim kerumah hari sudah sampai terima kasih banyak,Positif
luar biasa malam jumat bayar hari jumat sore deh dikirim sangat cepat kinerja,Positif
mantap,Positif
terbaik,Netral
terima kasih stnk sudah jadi namun pelayanan,Positif
ok,Netral
sangat membantu,Positif
mudah tak buang buang waktu,Positif
mantap,Positif
jadi lebih mudah terima kasih signal,Positif
jos,Netral
sangat membantu orang yang tidak punya waktu banyak tapi sayang proses nya lama,Positif
mantap tanpa ribet no calo,Negatif
untuk proses online memang mudah dan cepat tapi untuk proses pengantaran stnk aslinya dari samsat sampai di terima memakan waktu minggu padahal sudah memilih pengiriman express status dari samsatnya oper ke pos indonesia butuh waktu hari,Positif
sangat membantu dan mudah sekal stnk benar mendarat sampai ke tagan,Positif
aplikasi ter,Netral
sangat berguna jadi lebih efektif enggak banyak waktu terbuang,Netral
alhamdulillah dokumen sudah sampai dengan adanya sistem online jadi lebih mudah untuk membayar pajak,Positif
mudah hanya pengirimannya yang lumayan lama,Positif
alhamdulillah akhirnya hari kerja sampai juga stnk mohon lebih di tingkatkan dalam pengirimannya,Positif
lumayan simple dan cepat,Positif
mantap,Positif
alhamdulillah cepat dan mudah,Positif
urus pajak tanpa ribet urus pajak di rumah saja tinggal menunggu di antera sangat membantu,Negatif
sangat membantu karena kita tidak perlu datang lagi ke samsat bisa terus kerja biasanya antri antri dan macet macet di jalanan sekarang bisa terus kerja tanpa izin izin urus pajak skalian pkb nya di turunkan,Positif
manta,Netral
alhamdulillah sangat membantu aplikasi signal ini mungkin kedepannya untuk pengirimannya lebih di percepat lagi,Positif
mantap enggak perlu lagi isi data diri manual,Positif
mantap,Positif
mantap,Positif
tetap amanah,Netral
sip sangat membantu dan bermanfaat terima kasih,Positif
tujuannya untuk mempermudah bukan mempersulit mengayomi dan melayani,Netral
alhamdulillah dah dikirim cepat hari,Positif
sangat membantu terima kasih,Positif
wes mantap enggak harus hadir di samsat,Positif
sangat membantu,Positif
mantap,Positif
sangat membantu memudahkan semoga kedepan semakin dipermudah,Positif
gagal terus bagaimana mau bayar pajak setiap mau di daftarkan gagal tolong perbaiki jangan pengennya rakyat harus bayar pajak taat pajak tapi sistem nya selalu eror pembayaran lewat aplikasi atau transfer apapun enggak bisa tolong tindak lanjuti,Negatif
sangat mudah untuk pembayaran pajak,Positif
aplikasinya mudah digunakan sangat efektif dan efisien,Positif
pemerosesannya sebaiknya dipercepat dan terima kasih buktinya sudah diterima,Positif
pembayaran mudah cepat kebyakan binayah tambahan sampai ribu dari yang harus yang di byrkan,Positif
praktis cepat dan sangat membatu memudahkan bayar pajak terima kasih,Positif
mau bayar pajak motor waktu klik daftar error terus,Negatif
praktis dan efisien,Positif
bagus terus tingkatkan maju terus polri indonesia aplikasi mempermudah samsat tanpa harus datang ke kantor samsat,Positif
mantap,Positif
mantap cepat terima kasih,Positif
terima kasih banyak atas proses regenerasi ulang sangat mudah,Positif
semua ok yang ngurangin ok nya mah lama banget pengirimannya,Netral
sudah kali bayar online karena kendaraan luar kota lebih mudah,Positif
sangat membantu mantabh joss,Positif
mantap sekal kemudahan nya,Positif
proses cepat,Positif
pengiriman cukup lama harian,Netral
very good,Netral
sangat membantu pengesahan nya sedikit lama tapi tetap sampai stnk nya,Positif
oke,Netral
bintang yang bicara,Netral
sangat membantu,Positif
saya mau masuk aplikasi signal tapi muncul keterangan no kendaraan sudah terdaftar maksudnya bagaimana ya dan solusinya bagaimana terima kasih,Positif
pengiriman stnk nya lama,Netral
good terus pertahankan kecepatan pelayanan,Netral
harganya terlalu mahal harusnya cuma jadi,Netral
pengiriman dokumen terlalu lama,Netral
good job,Netral
keren no calo no pungli diantar plus minus hari kerja good job polri akhirnya ada gebrakan,Positif
minggu setelah transaksi baru dikirim dikirim kalo ada pengaduan lewat email pelayanan lemot,Netral
sangat membantu mudah,Positif
mudah sekal kalo pajak ganti plat bisa enggak ya,Positif
bagus,Positif
sangat mudah dan membantu user friendly and helpful,Positif
kelas jadi enggak repot lagi mengurus nya,Netral
mantap mempermudah dalam pembayaran pajak lebih ditingkatkan lagi terus berkembang,Positif
mantap memudahkan kita membayar pajak kendaraan bermotor,Positif
mantap,Positif
sebenarnya lebih cepat langsung ke samsat sih buat yang enggak terlalu sibuk tapi saya enggak bisa libur jadi dengan samsat online ini amat sangat membantu terima kasih,Negatif
tinggal bayar duduk manis pajak stnk datang,Netral
mantull,Netral
sangat membantu,Positif
haloo pak stnk saya sampai sekarang belum terkirim padahal memilih yang ekspres kemana saya bisa telepon ya,Netral
ok,Netral
paketnya sampai dengan baik aplikasi ini sangat sangat membantu bagi masyarakat yang tidak dapat langsung datang ke kantor samsat terima kasih,Positif
sangat membantu,Positif
ok cepat cuma hari,Positif
aplikasi bagus perlu disempurnakan pada bagian cara bayar per bank karena tidak tampil informasinya,Positif
sangat membantu aplikasi signal,Positif
mantap lebih simpel online hari langsung di kirim kerumah,Positif
sangat membantu pembayaran pajak kendaraan,Positif
simpel,Netral
akan lebih baik lagi jika bisa bayar pajak dan yang lainnya walaupun milik orang lain yang tidak satu kakak karena itu sangat memepermudah pembayaran pajak,Netral
sangat praktis pengiriman ke luar jawa juga cepat,Positif
simple dan cepat terima kasih signal samsat,Positif
bagus,Positif
aplikasi bujang mau bayar pajak saja ribet kali,Negatif
kendaraan sudah berhasil ditambahkan sebelumnya tapi tidak muncul di aplikasi tertera silang solusi nya bagaimana,Netral
memuaskan,Netral
mantap enggak bikin ribet membantu banget enggak harus mengantri,Negatif
ini yang ketiga kalinya tapi yang sekarang tidak ada stiker barcode pengganti stempel pengesahan,Netral
sangat membantu,Positif
jujur kecewa banget sudah bolak balik ke alfa ke indonesia tapi semua gagal coba pakai brimo pakai go pay juga enggak bisa kenapa sih katanya mempermudah nyatanya hasilnya kosong,Negatif
prosesnya lama sampai minggu lebih,Netral
bagus cuma pelayanan kirim dari samsat ke kantor pos sampai seminggu,Positif
memudahkan pembayaran pajak kendaraan,Netral
layanan cepat dan sesai tetap pertahankan mks,Positif
oke,Netral
proses lumayan cepat harian sudah sampai drmh buktinya,Positif
sangat membantu sekal terima kasih banyak,Positif
bermanfaat,Netral
cepat,Positif
mambantu,Netral
pengirimannya masih cukup lama selebihnya bagus,Positif
memudahkan transaksi melalui online,Netral
aplikasi mengaco mau bayar saja kode pembayaran di buat susah kode pembayaran selalu gagal mengaco mengaco,Negatif
proses cepat tanpa ribet,Negatif
sangat membantu tak perlu lagi antri,Positif
saya sudah coba pakai aplikasi signal kali sangat membantu sekal untuk peroanjangan tahunan moga kedepan bisa ditingkatkan layanannya sehingga bisa juga untuk perpanjangan tahunan dan bisa juga untuk perpanjangan sim samsat makin oke,Positif
praktis enggak perlu keluar rumah dan antri pengiriman cepat,Positif
good,Netral
mempermudah untuk memperpanjang pajak stnk bagi yang tidak sempat datang ke gerai samsat,Netral
bagus,Positif
good,Netral
memepermudah sekal tidak perlu antri di samsat untuk bayar pajak,Netral
oke,Netral
untuk yang ke kali nya sangat membantu terima kasih semoga pelayanan ini tambah bagus lagi,Positif
mantap sangat membantu untuk saya yang merantau jadi enggak perlu pulang kampung stnk di antar sampai alamat tujuan,Positif
mantaapp,Netral
mantap surantap,Positif
aplikasi ini sangat membantu untuk bayar pajak tahunan kendaraan secara online dengan mudah dimana pun kita berada apalagi bila sedang di luar kota daerah semoga kedepannya semakin mudah dan lancar,Positif
sangat membantu banget tahun ini perpanjang stnk enggak perlu antri,Positif
sangat membantu bagi yang sibuk kerja,Positif
mantap,Positif
simple,Netral
mudah enggak ribet bisa kirim bisa ditambah pilihan jasa pengiriman,Negatif
okelah walaupun agak telat pengiriman nya dari posnya,Netral
saya berulang kali tidak bisa tahap pembayaran mohon dibenahi lagi,Negatif
sangat praktis dan membantu tapi kenapa tahu ini saya byr pjak mhal sekal honda scopi kenapa kenapa kenapa,Positif
sangat membantu,Positif
mantap loop,Positif
membanyaki korupsinya bikin aplikasi saja enggak bisa sampah,Negatif
mantap enggak perlu ribet datang ke samsat ataupun antri untuk perpanjang pajak kendaraan sangat membantu sekal dengan aplikasi ini,Negatif
sangat membantu untuk pembayaran pajaknya mudah dan cepat hari jadi,Positif
aplikasi yang sangat bermanfaat bayar pajak kendaraan jadi sangat mudah dan cepat,Positif
kurang tanggap antara yang di kirim sama yang di ambil di kirmnya enggak lngsng di sahkan ke pos masa saya nanyain terus baru di kirim pdal po kilat tapi dari mulai saptu sore saya daftar sampai sekarang belum datang saya cek di web pos baru sampai kantor pos itupun slsanya saya tanya terus baru rbo siang di krim ya elah pak pak masa masih wilayah tegal sampai berhari hari harusnya hari dah sampai nih deh mau hari bagaimana nih,Netral
first time byr pajak motor lewat e samsat online menurut ku cepat daripada antri di samsat terdekat saya byr dihari sabtu dan pra collecting hampir seminggu sebab sabtu ke sabtu mulai dari hari senin status pengiriman dan sampai di hari rabu rekomendasi buat yang mager byr lewat samsat thks,Positif
proses cepat dan mudah area jawa barat,Positif
aplikasi kayak mana ini mau bayar pajak saja ribet suruh daftar stnk digital tapi enggak bisa live chatnya cuman jam kerja,Negatif
bagus membantu,Positif
baik mudah dan gampang tidak perlu mengantri lagi kalo bayar pajak n memudahkan ya tinggal diluar kota,Positif
tolong untuk biaya pengiriman lebih transparan lagi karena saat memilih layanan pos indonesia biaya yang tertera tidak sesai dengan apa yang tercantum di nota pembayaran saat dipilih di aplikasi tertera ongkir rp ribu tapi setelah dilakukan pembayaran pada keterangan transaksi tertera rp ribu,Netral
sangat terbantu sekal dengan ada nya aplikasi signal bisa perpanjang stnk cuma deh rumah keren ok banget thank si signal,Positif
tolong di benerin lagi,Netral
harus lebih di tingkatkan lagi proses pengerjaan nya biar lebih cepat dan enggak sampai lama di kirimnya,Positif
mantap lanjutkan samsay good,Positif
mempermudah bayar pajak,Netral
isi data semua lancaarr saat mau bayar pilih bni maupun baca lading nya meminta ampun lamaa banget muter enggak kebuka alhasil saya tetap tidak bisa bayar mohon admin bisa segera memperbaiki kendala ini saya sudah berusaha bayar pajak online malah kesulitan bayar hadehh,Negatif
alhamdulillah bayar pajak kendaraannya mudah banget memang tidak secepat datang ke kantor samsat ini byr pajak kendaraan yang ke kali lewat aplikasi signal prosesnya gampang dan tidak terlalu ribet serta tidak terganggu calo tinggal menunggu kalau pergantian plat nomer lewat aplikasi signalnya biar enggak mengantri lama di samsat kapan nih semoga pajak kami digunakan secara bijak dan lebih bermanfaat,Negatif
mudah gaperlu cuti,Positif
mantap praktis daripada byr dtng langsung ke samsat ribeett,Positif
,Netral
pengiriman nya lama makan waktu hari kalah sama online shop,Netral
mantap,Positif
kurang berkenan buka aplikasi nik sudah terdaftar meminta sandi nomor telepon tidak terdaftar mencemaskan,Netral
semenjak ada signal bisa bayar pajak dan pekerjaan lancar,Positif
pengiriman tidak sesai alamat,Netral
bagus aplksiny sangat memudahkan untuk pembayaran pajak online,Positif
mudah dan memudahkan tinggal sediakan uang di rekening tetapi kami mohon ke para petinggi yang memakai uang pajak janganlah di korupsi jadikan pembangunan jalan di desa yang ketinggalan dari perhatian pemerintah,Positif
lu kirim kemana stnk gue,Netral
alhamdulillah mantap proses pengiriman cepat,Positif
pengalaman terburuk menggunakan aplikasi ini di aplikasi bayar berhasil bahkan sudah sampai tahap persiapan kirim ternyata di cek di aplikasi lain belum lunas ternyata dinyatakan gagal bayar padahal sudah ditunggu persiapan kirim stnk bulanan diketerangan sudah celis hijau rugi,Negatif
mempermudah kita byr pajak,Netral
keren,Positif
mudah dan cepat,Positif
ok ada biaya jasa bank dan lain,Netral
terima kasih dengan ada nya aplikasi ini jadi mempermudah stnk sampai dengan selamat dan cepat,Positif
enggak jelas data data sudah sesai tapi kendaraan bermotor tidak berhasil di tambahkan terus padahaau bayar pajak loh,Netral
prosesnya cepat hari selesai,Positif
aplikasi yang sangat membantu untuk pembayaran pajak motor alhamdulillah enggak perlu keluar rumah stnk pun di antar langsung,Positif
pelayanan nya bagus dan cepat,Positif
bagus,Positif
proses pembayarannya mudah setelah selesai transfer langsung diproses estimasi pengirimannya sekitar hari baru sampai ke alamat tujuan untuk pajak tahun sebelumnya ada stiker pengesahan tetapi untuk pajak tahun ini kok enggak dapat stiker pengesahan apa lupa enggak dikasih dari samsatnya,Positif
kenapa orang mau bayar pajak saja harus ribet dengan mencari ktp pemilik pertama padahal kalo ada bayar pajak bisa tanpa pemilik pertama saya yakin pendapatan di bidang pajak kendaraan akan meningkat payah benar dah orang akan malas bayar pajak kalo di persulit begitu,Negatif
sangat membantu enggak harus antri di samsat,Positif
mudah cepat enggak ribet karena satu kartu keluarga,Negatif
cukup lumayan lama,Netral
bagus,Positif
alhamdulillah sangat membantu,Positif
good apps untuk perpanjang stnk tahunan tapi waktu pengiriman e tbpkp via pos indonesia express lumayan lama saya proses bayar kamis pagi sampai minggu siang enggak tau deh kalo opsi normal mungkin bisa lebih lama lagi wkwkw,Netral
baru tau kalo bisa online mantap hari stnk sudah sampai rumah tanpa harus ke kantor good job,Positif
mantap kalo bisa sim juga bisa dong,Positif
coba sekal langsung berhasil tinggal tunggu pengirimannya sangat membantu,Positif
mungkin opsi pengiriman bisa lebih banyak,Netral
memudahkan bayar pajak saat berada di luar kota,Netral
sangat membantu mengurangi praktik calo yang dipelihara dilapangan,Positif
mantap jozz,Positif
dengan adanya aplikasi signal sumpah duduk manis ketik ketik bayar proses cepat sudah ke dua kali urus urus pajak pakai aplikasi ini,Positif
mantap enggak perlu capek mengantri bolak balik sana sini panas fotocopy ini itu bla bla banyak drama,Positif
mantap,Positif
sangat membantu dan prosesnya mudah recommended untuk pelayanan stnk,Positif
baru pertama kali lebih mudah tidak perlu antru tapi sudah hari stnk saya belum sampai,Positif
bagus cuman pengiriman nya lama sampai minggu lebih,Positif
sudah berkali menambahkan kendaraan tapi gagal terus padahal data sudah sesai bintang dulu,Negatif
seminggu setelah pembayaran baru dikirim alhamdulillah mendarat dengan selamat,Positif
kalau bisa ongkir dimurahkan biar tidak berat di ongkirnya penulisan ada yang salah warna tnkb seharusnya warna putih bukan warna hitam,Netral
cepat tepat dan tidak repot samsat banyumas karang pucung is the best service,Positif
makin enak bayar pajak tanpa antri bagus untuk para karyawan yang kerja sift pagi terus enggak perlu ambil cuti untuk keperluan pajak,Positif
terima kasih signal telah membantu saya untuk pembayaran stnk nya layanannya sangat mudah dan cepat,Positif
sangat membantu,Positif
pengiriman berkas kerumah cepat dan tidak perlu mengantri,Positif
kirai bakal enggak dikirim karena sudah minggu ternyata dikirim alhamdulillah sudah sampai aplikasinya bagus enggak ribet cuma agak lama jarak sampai sknk dari pembayarannya tapi untuk semuanya bagus sih enggak ribet² lagi jauh² ke samsat dan enggak ribet menunggu lama antrian lagi untuk pertama kalinya menggunakan signal sudah ok sih enggak ngeribetin,Negatif
nice,Netral
,Netral
mantap proses nya sangat cepat hari jadi,Positif
pelayanannya sangat baik,Netral
manta mamin bagus,Positif
semenjak ada apk signal ini memudahkan saya membayar pajak secara online kalaupun ada kendala tim admin pun siap membantu dan respons nya cepat cuma saran saya kalau bisa kedepannya bayar pajak tahunan alias ganti kaleng nggx usah ke samsat kalau bisa lewat apk signal saja untuk memudahkan kewajiban pajak kita terutama saya yang tidak mempunyai waktu luang untuk datang ke samsat sejauh ini bagus banget sih pelayanan nya semoga saja saran saya di pertimbangkan ya min terima kasih,Positif
sangat membantu akan tetapi hanya satu yang harus diperbaiki untuk selanjut pengiriman kealamat jangan terlalu lam,Positif
alhamdulillah terbantu sekal buat yang kerja online kayak begini benar benar mudah dan gampang banget,Positif
sudah tahun terakhir bayar pajak motor melalui signal semoga lebih ditingkatkan lagi biar kita pelanggan lebih puas lagi,Netral
sudah dua kali mengurus deh cepat prosesnya harapannya tetap di pertahankan bila perlu di tingkatkan untuk menjadi pelopor profesional,Positif
semoga kedepannya di perbarui aplikasinya supaya lebih fress dan di tambahnya fitur seperti lainnya,Netral
baik,Netral
alhamdulillah proses cepat n enggak ngganggu aktifitas saya,Positif
terima kasih cukup mudah digunakan sudah tiga kali bayar pkb melalu apk signal semoga selalu terjaga kualitas layanannya signal,Positif
kenapa enggak bisa daftar ya padahal sudah isi data,Negatif
stikernya tidak ada stempel online,Netral
bagus memudahkan untuk perpajakan secara online,Positif
terima kasih signal proses mudah,Positif
wah sangat membantu tidak buang waktu bisa bayar sambil tiduran,Positif
mempermudah perpanjang stnk,Netral
sudah menulis no rangka tapi enggak bisa bisa ya harus chek data terus,Negatif
sangat cepat pengiriman memudahkan kita untuk bayar pajak,Positif
enak mudah cepat poll no antri antri,Positif
mantap enggak perlu repot mengantri tinggal tunggu dirumah saja,Positif
bagus hanya saja pengiriman nya lambat,Negatif
lebih mudah dan tidak ribet,Negatif
min bayar pajak makin kesini kok makin mahal,Netral
mempermudah urus urus surat,Netral
aneh data semua sudah di isi malah enggak bisa memasuki nik kakak dicoba hp lain hasil nya sama saja mau bayar pajak saja kok ribet sih,Negatif
mantap dan sangat memudahkan masyarakat,Positif
oke,Netral
membatu sekal terima kasih,Positif
mau daftar saja susahnya meminta ampun gue mau bayar pajak pak,Negatif
dimudahkan,Netral
mudah dan akurat,Positif
bagus membantu,Positif
bagus,Positif
aplikasi yang sangat membantu mudah cepat dan ringkas,Positif
tolong pelayanan aplikasi signal ini di tingkatkan lagi sudah hari daftar akun meminta kode otp enggak di kirim aduh,Netral
pembayaran kurang dari juta baiknya di sediakan transaksi via qris,Netral
pelayananya lama di samsat nya jadi nya kurir lama untuk pikup nya,Netral
alhamdulillah berhasil,Positif
ada apk ini bayar pajak lebih mudah dan aman mantap,Positif
simple,Netral
tolol enggak sih mau bayar pajak online di persulit giliran enggak bayar pajak pejabat ngocek harusnya nomor nik dan foto ktp sudah bisa untuk pendaftaran pajak online malah perlu kakak juga motor tagan kedua jadi sulit bayar tolol,Netral
mempermudah sekal bayar pajak tidak pakai ribet terima kasih,Negatif
enggak perlu kita datang kesamsat untuk bayar pajak motor tahunan total waktu dari bayar sampai rumah hari,Netral
untuk metode pembayaran yang masih kendala lama dan pengiriman jangka waktu prosesnya lama juga,Netral
sangat memudahkan dan membantu,Positif
alhamdulillah aplikasi signal yang mempermudah masyarakat untuk membayar pajak,Positif
cukup membantu terhindar dari pungli dan antrian hemat waktu hanya saja benar seperti yang sudah diulaskan sebelumnya untuk mengetahui cara bayar sesudah klik byr tidak muncul harus buka dari browser lain untuk proses hingga ke pengiriman cukup lmyn lama setelah hari kerja diluar hari libur baru diproses jadi untuk yang buru² segera dapat hardcopy nya jangan terlalu meped jatuh tempo meski sudah ada e stnkb terima kasih,Positif
lebih efisien walaupun terkendala untuk pengirimannya sedikit lebih lama kalo mau terima bukti fisiknya overal bagus untuk aplikasinya,Positif
cukup baik,Netral
enggak bisa masuk payah,Negatif
thanks cepat,Positif
oke,Netral
mantap bisa di kirim ke rumah,Positif
mempermudah pembayaran tanpa ke samsat jika tidak ada waktu bisa bayar dari rumah,Netral
mau tanya kira bisa kagak kalo untuk pemblokiran kendaraan yang sudah kagak ada,Netral
pembayaran bagaimana caranya mau lewat bank tertentu lading lama banget saya tinggal mandi belum selesai lading saya keluar dari hp login lagi terus tekan bagian transaksi malah jadi enggak bisa dibayar cuma ada tombol cek status pembayaran dan waktu yang berjalan mundur menuju kedaluwarsa waduh,Negatif
sangat membantu,Positif
mantap,Positif
opsen pkb harus di hapuskan agar tidak membebani rakyat,Netral
mantap,Positif
lebih mudah tidak pakai antri,Positif
baru coba aplikasi ini ternyata sangat membantu untuk urusan pembayaran pajak tahunan kita tidak perlu repot foto copy dokumen dan mengantri berjam jam di samsat cukup dari rumah lewat aplikasi ini hanya berlaku untuk pembayaran pajak tahunan sedangkan untuk pajak tahun harus datang ke samsat karena harus cek fisik kendaraan dan juga mengambil plat kendaraan saat sudah selesai jangan ragu pakai aplikasi signal overal sangat memuaskan bintang untuk aplikasi ini,Positif
kenapa pas memasuki data kendaraan nya kok tidak terdaftar ya padahal nomor nik dan nomor platnya sudah benar mohon bantuannya,Netral
sangat membantu dan efesiensi waktu,Positif
mudah cepett membantu sekal terima kasih,Positif
dengan signal urusan bayar pajak kendaraan jadi mudah enggak bolak balik cepat selesai pengiriman cepat semoga ditambah untuk kebutuhan lain juga terima kasih yang kedua kali pakai signal mantap pengiriman keluar ke daerah cepat sekal pengiriman ke tiga lancar,Positif
surat stnknya belum datang ke pemilik lacak pengiriman sudah selesai bagaimana ini,Netral
pelayanan bagus cepat sampai juga,Positif
mantap,Positif
aplikasi yang sangat berguna,Netral
min saya sudah bayar tanggal agustus samapi tanggal september kok belum sampai apa bagaimana min tolong,Netral
sangat membantu dalam melakukan pembayaran pajak,Positif
manta enggak usah ke samsat lagi,Netral
saya daftar gagal terus keterangannya selalu data tidak sesai maksudnya bagaimana coba,Negatif
bagus dan tepat,Positif
petugas samsat tidak tahu cara pengesahan pajak di apk nya ketika di daftar gagal,Negatif
lumayan membantu cuma prosesnya sedikit lama,Positif
cukup membantu dan mempermudah kewajiban membayar pajak,Positif
jadi lebih mudah,Positif
tidak bisa pembayaran,Negatif
sejauh ini mantap bayar pajak enggak usah datang dan antri cukup lewat apps dan stnk dikirim sampai rumah proses mudah dan cepat,Positif
mantap,Positif
puas dengan pelayanan yang mudah dan cepat,Positif
terima kasih banyak sangat membantu buat kita yang tidak bisa mengurus datang ke samsat,Negatif
pertama pendaftaran selalu gagal kedua penambahan kendaraan gagal terus enggak pernah bisa ketiga kenapa tidak di update banyak yang kurang di aplikasi ini kurangnya pelayanan cs nya yang hanya bot dan tidak membantu sama sekal live chat bot yang harusnya di arahkan ke cs asli dan juga tidak ada penjelasan no kakak tidak muncul jadinya enggak bisa nambahin kendaraan dari keluarga,Negatif
bayar pajak gampang dan tidak ngatri,Netral
aplikasinya sangat bermanfaat membantu bagi orang yang sedang sibuk bekerja dan enggak sempat buat mengurusnnya langsung langsung di antar ke alamat tujuan,Positif
bulan lalu bisa tapi sekarang enggak bisa lagi bayar pakai mobilet bangking dan indomaret,Negatif
proses pembayaran selalu gagal,Negatif
alhamdulillah dengan adanya signal lebih mudah untuk melakukan pembayaran stnk,Positif
bagus,Positif
bagus mohon biaya pengiriman dan administrasi dikurangi masih cukup besar,Positif
sejauh ini ok semoga di jaga dan bisa di tingkatkan yang lebih baik lagi,Netral
sudah beberapa hari mau pilih metode pengiriman enggak bisa terus tolong di perbaiki,Negatif
mudah dan efisien tiap tahun selalu pakai,Positif
mantap,Positif
good,Netral
dua tahun kemarin masih aman ditahun ini malah kebanyakan biaya tambahan,Netral
tidak membantu sudah membayar pajak pengiriman tapi bukti pembayaran stnk baru belum dikirm dalam minggu tidak rekomendasi untuk byar pajak,Netral
good sangat berguna saat kita di luar kota,Netral
mantap,Positif
sangat membantu,Positif
mantap,Positif
ribet banget untuk bayar pajak juga gagal terus untuk daftar nya juga,Negatif
selamat,Netral
sangat mudah transaksi pembayarannya,Positif
